site,date,name,pick,position,type,url
Athlon Sports - Bryan Fischer,2018-01-30,Quenton Nelson,10,G,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Ronald Jones,11,RB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Connor Williams,12,OT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Roquan Smith,13,LB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Derwin James,14,S,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Calvin Ridley,15,WR,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Courtland Sutton,16,WR,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Orlando Brown,17,OT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Mike McGlinchey,18,OT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Vita Vea,19,DT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,James Daniels,20,C,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Maurice Hurst,21,DT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Josh Allen (WYO),22,QB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Josh Jackson,23,CB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Christian Kirk,24,WR,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Hayden Hurst,25,TE,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Da'Ron Payne,26,DT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Arden Key,27,DE,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Sony Michel,28,RB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,James Washington,29,WR,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Isaiah Wynn,30,OT,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Leighton Vander Esch,31,LB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Athlon Sports - Bryan Fischer,2018-01-30,Isaiah Oliver,32,CB,Media,https://athlonsports.com/nfl/2018-nfl-mock-draft-first-round-predictions-updated-senior-bowl/
Fantasy Football Metrics - Cromartie,2018-01-30,Sam Darnold,1,QB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Josh Rosen,2,QB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Bradley Chubb,3,DE,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Saquon Barkley,4,RB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Minkah Fitzpatrick,5,S,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Josh Allen (WYO),6,QB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Quenton Nelson,7,G,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Tremaine Edmunds,8,LB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Denzel Ward,9,CB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Vita Vea,10,DT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Josh Jackson,11,CB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Connor Williams,12,OT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Da'Ron Payne,13,DT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Derwin James,14,S,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Baker Mayfield,15,QB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Calvin Ridley,16,WR,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Maurice Hurst,17,DT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Mike McGlinchey,18,OT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Marcus Davenport,19,DE,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Billy Price,20,C,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Lamar Jackson (LOU),21,QB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Roquan Smith,22,LB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Ogbonnia Okoronkwo,23,LB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Carlton Davis,24,CB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Rashaan Evans,25,LB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Taven Bryan,26,DT,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Courtland Sutton,27,WR,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Ronnie Harrison,28,S,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Arden Key,29,DE,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Will Hernandez,30,G,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,James Washington,31,WR,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
Fantasy Football Metrics - Cromartie,2018-01-30,Sony Michel,32,RB,Expert,https://www.fantasyfootballmetrics.net/mock-draft/2018-nfl-mock-draft-xavier-cromarties-1st-round-2-0/
NFL Network - Zierlein,2018-01-30,Sam Darnold,1,QB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Josh Rosen,2,QB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Bradley Chubb,3,DE,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Saquon Barkley,4,RB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Quenton Nelson,5,G,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Josh Allen (WYO),6,QB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Minkah Fitzpatrick,7,S,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Denzel Ward,8,CB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Tremaine Edmunds,9,LB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Roquan Smith,10,LB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Baker Mayfield,11,QB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Orlando Brown,12,OT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Vita Vea,13,DT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Josh Jackson,14,CB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Connor Williams,15,OT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Calvin Ridley,16,WR,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Da'Ron Payne,17,DT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Derwin James,18,S,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Maurice Hurst,19,DT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Marcus Davenport,20,DE,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Billy Price,21,C,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Rashaan Evans,22,LB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Isaiah Oliver,23,CB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Jamarco Jones,24,OT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Harold Landry,25,LB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Isaiah Wynn,26,OT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Dallas Goedert,27,TE,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Ronnie Harrison,28,S,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Lamar Jackson (LOU),29,QB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Mike McGlinchey,30,OT,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Mike Hughes,31,CB,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
NFL Network - Zierlein,2018-01-30,Will Hernandez,32,G,Expert,http://www.nfl.com/news/story/0ap3000000912165/article/lance-zierlein-mock-draft-10-darnold-barkley-bolster-browns/
Pride of Detroit - Platte,2018-01-30,Sam Darnold,1,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Josh Rosen,2,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Bradley Chubb,3,DE,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Saquon Barkley,4,RB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Baker Mayfield,5,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Lamar Jackson (LOU),6,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Arden Key,7,DE,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Calvin Ridley,8,WR,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Quenton Nelson,9,G,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Roquan Smith,10,LB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Derwin James,11,S,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Mike McGlinchey,12,OT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Vita Vea,13,DT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Josh Jackson,14,CB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Josh Allen (WYO),15,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Courtland Sutton,16,WR,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Connor Williams,17,OT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Derrius Guice,18,RB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Maurice Hurst,19,DT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Harold Landry,20,LB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Mason Rudolph,21,QB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,James Washington,22,WR,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Denzel Ward,23,CB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Orlando Brown,24,OT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Sam Hubbard,25,DE,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Da'Ron Payne,26,DT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Rashaan Evans,27,LB,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Ronnie Harrison,28,S,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Mark Andrews,29,TE,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Billy Price,30,C,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Chukwuma Okorafor,31,OT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Pride of Detroit - Platte,2018-01-30,Taven Bryan,32,DT,Fan,https://www.prideofdetroit.com/2018/1/30/16942234/2018-nfl-mock-draft-mathbomb-consensus-mock-2-0/
Walter Football - Kbdavis,2018-01-31,Josh Allen (WYO),1,QB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Josh Rosen,2,QB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Bradley Chubb,3,DE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Minkah Fitzpatrick,4,S,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Quenton Nelson,5,G,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Sam Darnold,6,QB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Saquon Barkley,7,RB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Josh Jackson,8,CB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Roquan Smith,9,LB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Denzel Ward,10,CB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Tremaine Edmunds,11,LB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Mike McGlinchey,12,OT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Baker Mayfield,13,QB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Arden Key,14,DE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Calvin Ridley,15,WR,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Da'Ron Payne,16,DT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Vita Vea,17,DT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Derwin James,18,S,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Courtland Sutton,19,WR,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Harold Landry,20,LB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Maurice Hurst,21,DT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Orlando Brown,22,OT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Carlton Davis,23,CB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Marcus Davenport,24,DE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Sam Hubbard,25,DE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Billy Price,26,C,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Mike Gesicki,27,TE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Rashaan Evans,28,LB,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Christian Kirk,29,WR,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Taven Bryan,30,DT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Connor Williams,31,OT,Fan,http://walterfootball.com/mocks/publishedmock/64751/
Walter Football - Kbdavis,2018-01-31,Dallas Goedert,32,TE,Fan,http://walterfootball.com/mocks/publishedmock/64751/
We Talk Fantasy Sports,2018-01-31,Sam Darnold,1,QB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Josh Rosen,2,QB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Saquon Barkley,3,RB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Minkah Fitzpatrick,4,S,Fan,NA
We Talk Fantasy Sports,2018-01-31,Quenton Nelson,5,G,Fan,NA
We Talk Fantasy Sports,2018-01-31,Bradley Chubb,6,DE,Fan,NA
We Talk Fantasy Sports,2018-01-31,Derwin James,7,S,Fan,NA
We Talk Fantasy Sports,2018-01-31,Calvin Ridley,8,WR,Fan,NA
We Talk Fantasy Sports,2018-01-31,Roquan Smith,9,LB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Denzel Ward,10,CB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Tremaine Edmunds,11,LB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Connor Williams,12,OT,Fan,NA
We Talk Fantasy Sports,2018-01-31,Da'Ron Payne,13,DT,Fan,NA
We Talk Fantasy Sports,2018-01-31,Marcus Davenport,14,DE,Fan,NA
We Talk Fantasy Sports,2018-01-31,Baker Mayfield,15,QB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Christian Kirk,16,WR,Fan,NA
We Talk Fantasy Sports,2018-01-31,Maurice Hurst,17,DT,Fan,NA
We Talk Fantasy Sports,2018-01-31,Mike McGlinchey,18,OT,Fan,NA
We Talk Fantasy Sports,2018-01-31,Vita Vea,19,DT,Fan,NA
We Talk Fantasy Sports,2018-01-31,Harold Landry,20,LB,Fan,NA
We Talk Fantasy Sports,2018-01-31,Josh Allen (WYO),21,QB,Fan,NA
